Time,JointType,X,Y,Z
18692,HipLeft,-0.1725336,0.0959655,3.00647
18692,KneeLeft,-0.2019533,-0.3898083,2.937873
18692,AnkleLeft,-0.1788464,-0.786179,2.979537
18692,FootLeft,-0.2007037,-0.8704718,2.930929
18692,HipRight,-0.01065401,0.09538341,3.01487
18692,KneeRight,0.02948019,-0.3908386,2.937246
18692,AnkleRight,0.03716411,-0.7840353,2.956865
18692,FootRight,0.06621174,-0.8667484,2.911283
19293,HipCenter,-0.09232217,0.1745619,3.035309
19293,Spine,-0.09527636,0.2391222,3.110479
19293,ShoulderCenter,-0.1018417,0.6616011,3.169704
19293,Head,-0.09025446,0.8642434,3.196091
19293,ShoulderLeft,-0.2931424,0.516422,3.104673
19293,ElbowLeft,-0.4244015,0.3295318,2.962045
19293,WristLeft,-0.2038746,0.1811096,2.836236
19293,HandLeft,-0.1235478,0.1677291,2.797042
19293,ShoulderRight,0.08388197,0.5019648,3.109418
19293,ElbowRight,0.2006243,0.306926,2.987925
19293,WristRight,0.04818055,0.2082773,2.86151
19293,HandRight,0.007367812,0.1533159,2.833907
19293,HipLeft,-0.171451,0.09368619,3.005165
19293,KneeLeft,-0.2019414,-0.3897117,2.937749
19293,AnkleLeft,-0.1789509,-0.7860459,2.979453
19293,FootLeft,-0.2010168,-0.8711801,2.932015
19293,HipRight,-0.01044311,0.09351155,3.014268
19293,KneeRight,0.02876788,-0.3899826,2.936385
19293,AnkleRight,0.03705774,-0.7823387,2.957345
19293,FootRight,0.06639826,-0.8667922,2.910952
19703,HipCenter,-0.08949559,0.1712046,3.035442
19703,Spine,-0.09310245,0.2366628,3.110656
19703,ShoulderCenter,-0.1017144,0.6616477,3.169965
19703,Head,-0.08811544,0.8642856,3.199013
19703,ShoulderLeft,-0.2927708,0.5150995,3.10451
19703,ElbowLeft,-0.3930112,0.3217311,2.961199
19703,WristLeft,-0.2796585,0.1647985,2.857459
19703,HandLeft,-0.2488195,0.1062758,2.824711
19703,ShoulderRight,0.08392632,0.5006424,3.108916
19703,ElbowRight,0.1799296,0.2828369,2.975609
19703,WristRight,0.05952331,0.1450499,2.851532
19703,HandRight,0.02690107,0.08478889,2.824095
19703,HipLeft,-0.1695693,0.09031931,3.004573
19703,KneeLeft,-0.2017229,-0.3900368,2.937638
19703,AnkleLeft,-0.1776449,-0.7855572,2.980077
19703,FootLeft,-0.2018674,-0.8700545,2.930253
19703,HipRight,-0.00462281,0.08946644,3.016
19703,KneeRight,0.02867067,-0.389828,2.936209
19703,AnkleRight,0.03702155,-0.7822981,2.957436
19703,FootRight,0.06660826,-0.866815,2.91039
20023,HipCenter,-0.08920958,0.1711706,3.035716
20023,Spine,-0.09275028,0.236482,3.111002
20023,ShoulderCenter,-0.1012171,0.6635102,3.172673
20023,Head,-0.08834972,0.864392,3.200201
20023,ShoulderLeft,-0.292504,0.5148295,3.104462
20023,ElbowLeft,-0.3774752,0.3180969,2.970565
20023,WristLeft,-0.2760704,0.1582129,2.858003
20023,HandLeft,-0.2828023,0.09137676,2.827402
20023,ShoulderRight,0.08364382,0.4996588,3.108464
20023,ElbowRight,0.1741453,0.2793271,2.973279
20023,WristRight,0.06577633,0.123037,2.862407
20023,HandRight,-0.009382337,0.07384818,2.818756
20023,HipLeft,-0.1695119,0.09032602,3.004543
20023,KneeLeft,-0.201492,-0.390431,2.937722
20023,AnkleLeft,-0.1774016,-0.7854919,2.980037
20023,FootLeft,-0.2018295,-0.8700477,2.930212
20023,HipRight,-0.003926348,0.08966897,3.017037
20023,KneeRight,0.02898555,-0.3910676,2.937206
20023,AnkleRight,0.03691241,-0.7814413,2.958664
20023,FootRight,0.06672667,-0.8669504,2.91096
20363,HipCenter,-0.08830078,0.1708045,3.035766
20363,Spine,-0.09219301,0.236124,3.111081
20363,ShoulderCenter,-0.1012516,0.6634699,3.172827
20363,Head,-0.08849015,0.8635534,3.201299
20363,ShoulderLeft,-0.2925466,0.5147727,3.104483
20363,ElbowLeft,-0.3557983,0.3052499,2.982424
20363,WristLeft,-0.2346432,0.1113011,2.842654
20363,HandLeft,-0.1942581,0.04665144,2.801303
20363,ShoulderRight,0.08441837,0.4994498,3.109401
20363,ElbowRight,0.1711197,0.2764373,2.971671
20363,WristRight,0.06223622,0.1205315,2.860757
20363,HandRight,-0.0110912,0.06920732,2.816453
20363,HipLeft,-0.1691412,0.08969259,3.004228
20363,KneeLeft,-0.201027,-0.3907931,2.937908
20363,AnkleLeft,-0.1776025,-0.7855392,2.979936
20363,FootLeft,-0.2017828,-0.869446,2.929532
20363,HipRight,-0.001233498,0.08907357,3.017369
20363,KneeRight,0.02888713,-0.3914536,2.937505
20363,AnkleRight,0.03762003,-0.7831979,2.956642
20363,FootRight,0.06649564,-0.8672047,2.911299
20733,HipCenter,-0.0880566,0.1706308,3.035938
20733,Spine,-0.09214584,0.2359039,3.111265
20733,ShoulderCenter,-0.1017743,0.66367,3.173694
20733,Head,-0.08857244,0.8627103,3.201582
20733,ShoulderLeft,-0.2917266,0.5144064,3.103973
20733,ElbowLeft,-0.3538002,0.3066058,2.982494
20733,WristLeft,-0.2309039,0.1093706,2.842749
20733,HandLeft,-0.1899385,0.04362548,2.801407
20733,ShoulderRight,0.08414402,0.4994617,3.109789
20733,ElbowRight,0.1661631,0.2748845,2.973102
20733,WristRight,0.06177937,0.1177805,2.859166
20733,HandRight,-0.01089051,0.06597769,2.814337
20733,HipLeft,-0.1687261,0.08948307,3.004923
20733,KneeLeft,-0.2006461,-0.3913584,2.93853
20733,AnkleLeft,-0.1774581,-0.7855982,2.980065
20733,FootLeft,-0.2020255,-0.8696626,2.930454
20733,HipRight,-0.001039215,0.08923046,3.017277
20733,KneeRight,0.02859495,-0.3910447,2.937845
20733,AnkleRight,0.03783993,-0.7839994,2.956048
20733,FootRight,0.06637835,-0.8672271,2.911207
21024,HipCenter,-0.08778938,0.1703217,3.036212
21024,Spine,-0.09198289,0.2356317,3.111565
21024,ShoulderCenter,-0.1016897,0.6639777,3.174327
21024,Head,-0.08850513,0.8640439,3.204012
21024,ShoulderLeft,-0.291641,0.5113453,3.102479
21024,ElbowLeft,-0.3541641,0.3066965,2.982544
21024,WristLeft,-0.2655073,0.1432142,2.857245
21024,HandLeft,-0.3308052,0.1090585,2.852882
21024,ShoulderRight,0.08397333,0.4996032,3.109903
21024,ElbowRight,0.1637653,0.2731212,2.97318
21024,WristRight,0.06159619,0.1155729,2.85764
21024,HandRight,-0.01157315,0.06401443,2.813335
21024,HipLeft,-0.1685817,0.08872492,3.005809
21024,KneeLeft,-0.2009478,-0.3925288,2.940168
21024,AnkleLeft,-0.1779252,-0.7862171,2.979906
21024,FootLeft,-0.2016962,-0.8701119,2.927396
21024,HipRight,-0.0008267761,0.08930008,3.01723
21024,KneeRight,0.02814241,-0.3909047,2.93856
21024,AnkleRight,0.03819294,-0.7851467,2.954737
21024,FootRight,0.06660725,-0.8675466,2.910993
21344,HipCenter,-0.08766027,0.1700845,3.037172
21344,Spine,-0.09194347,0.2354817,3.112355
21344,ShoulderCenter,-0.1016809,0.6639444,3.174406
21344,Head,-0.08957323,0.8642746,3.206281
21344,ShoulderLeft,-0.2914853,0.5112957,3.102461
21344,ElbowLeft,-0.3669358,0.3109521,2.973951
21344,WristLeft,-0.2690414,0.1498109,2.859874
21344,HandLeft,-0.23641,0.09609723,2.827088
21344,ShoulderRight,0.08281267,0.5001818,3.11068
21344,ElbowRight,0.1642746,0.277228,2.977427
21344,WristRight,0.06385317,0.119998,2.859639
21344,HandRight,-0.01019429,0.07048869,2.814455
21344,HipLeft,-0.1688114,0.08851244,3.0078
21344,KneeLeft,-0.2003082,-0.3932371,2.941627
21344,AnkleLeft,-0.1775949,-0.7858495,2.980223
21344,FootLeft,-0.2010329,-0.869168,2.927971
21344,HipRight,-0.0006445367,0.08960804,3.017918
21344,KneeRight,0.0280162,-0.3901669,2.939192
21344,AnkleRight,0.03783388,-0.7843117,2.955537
21344,FootRight,0.06640348,-0.8673498,2.910628
21694,HipCenter,-0.08706556,0.1698468,3.037988
21694,Spine,-0.09145559,0.2353838,3.112996
21694,ShoulderCenter,-0.1017542,0.6640047,3.174452
21694,Head,-0.08913121,0.8637183,3.206376
21694,ShoulderLeft,-0.2911267,0.51148,3.102914
21694,ElbowLeft,-0.3765547,0.3163131,2.968038
21694,WristLeft,-0.2757362,0.157518,2.853104
21694,HandLeft,-0.2654324,0.08866747,2.828542
21694,ShoulderRight,0.08237407,0.5003305,3.110646
21694,ElbowRight,0.1656541,0.2773178,2.97716
21694,WristRight,0.03693061,0.1391388,2.859725
21694,HandRight,-0.03706013,0.09609535,2.808264
21694,HipLeft,-0.1679289,0.08840585,3.007857
21694,KneeLeft,-0.199854,-0.3927596,2.943284
21694,AnkleLeft,-0.1777217,-0.7856816,2.980485
21694,FootLeft,-0.2011971,-0.86902,2.928505
21694,HipRight,-0.0001296989,0.08970698,3.020863
21694,KneeRight,0.0278702,-0.3896479,2.940146
21694,AnkleRight,0.03763817,-0.7841331,2.956046
21694,FootRight,0.06689093,-0.8674634,2.91047
22024,HipCenter,-0.08651041,0.169537,3.038995
22024,Spine,-0.0906091,0.2352549,3.113936
22024,ShoulderCenter,-0.1008198,0.6645015,3.174849
22024,Head,-0.08900262,0.865764,3.209093
22024,ShoulderLeft,-0.2904252,0.5145163,3.1053
22024,ElbowLeft,-0.3874349,0.3172708,2.962546
22024,WristLeft,-0.2199717,0.160522,2.825109
22024,HandLeft,-0.1335136,0.1306275,2.785023
22024,ShoulderRight,0.0824478,0.5003786,3.110794
22024,ElbowRight,0.1698019,0.2776121,2.978822
22024,WristRight,-0.0436323,0.1380506,2.829878
22024,HandRight,-0.08085671,0.1153054,2.779686
22024,HipLeft,-0.167465,0.0881363,3.008415
22024,KneeLeft,-0.1995196,-0.3917654,2.943847
22024,AnkleLeft,-0.1778385,-0.7858369,2.98062
22024,FootLeft,-0.1990177,-0.8683628,2.930618
22024,HipRight,8.182475E-05,0.0894412,3.02216
22024,KneeRight,0.02778234,-0.3890377,2.941169
22024,AnkleRight,0.03765113,-0.7832799,2.956558
22024,FootRight,0.06690386,-0.8675966,2.910452
22355,HipCenter,-0.087232,0.170271,3.041191
22355,Spine,-0.09126889,0.235798,3.116002
22355,ShoulderCenter,-0.1006141,0.664414,3.176348
22355,Head,-0.09009685,0.8670738,3.216032
22355,ShoulderLeft,-0.2899831,0.5151598,3.10613
22355,ElbowLeft,-0.4049378,0.323985,2.9672
22355,WristLeft,-0.195165,0.1760147,2.827566
22355,HandLeft,-0.09447576,0.1692142,2.790184
22355,ShoulderRight,0.08288449,0.5055205,3.114241
22355,ElbowRight,0.1923565,0.3036838,2.994299
22355,WristRight,0.05398859,0.1960128,2.858226
22355,HandRight,0.01647057,0.1806973,2.796521
22355,HipLeft,-0.1674321,0.08912948,3.012778
22355,KneeLeft,-0.1994822,-0.3917785,2.94511
22355,AnkleLeft,-0.1776557,-0.7855347,2.981047
22355,FootLeft,-0.1991654,-0.8683512,2.930752
22355,HipRight,-0.001946829,0.09058242,3.023034
22355,KneeRight,0.02847375,-0.3885639,2.943495
22355,AnkleRight,0.03718901,-0.7825223,2.958135
22355,FootRight,0.06685109,-0.8673995,2.910599
22695,HipCenter,-0.08726332,0.1701642,3.043194
22695,Spine,-0.09104905,0.2353896,3.118307
22695,ShoulderCenter,-0.09782037,0.6644768,3.181133
22695,Head,-0.09003493,0.8672841,3.216392
22695,ShoulderLeft,-0.2900026,0.5152,3.106298
22695,ElbowLeft,-0.416625,0.3329224,2.966311
22695,WristLeft,-0.2008838,0.2186648,2.828432
22695,HandLeft,-0.09252152,0.201138,2.797152
22695,ShoulderRight,0.08430201,0.5064536,3.115323
22695,ElbowRight,0.1925883,0.3050129,2.992749
22695,WristRight,0.04681322,0.2157308,2.850531
22695,HandRight,0.009295288,0.2004154,2.788826
22695,HipLeft,-0.1671222,0.08894201,3.014098
22695,KneeLeft,-0.19935,-0.3914807,2.94663
22695,AnkleLeft,-0.1779041,-0.785423,2.981817
22695,FootLeft,-0.1992666,-0.8681116,2.931287
22695,HipRight,-0.003036449,0.09007192,3.024432
22695,KneeRight,0.02902902,-0.3911088,2.947189
22695,AnkleRight,0.03739005,-0.7832486,2.957939
22695,FootRight,0.0668576,-0.867413,2.910636
23025,HipCenter,-0.0865836,0.1731139,3.046208
23025,Spine,-0.09047047,0.2377434,3.120881
23025,ShoulderCenter,-0.09811681,0.6646185,3.181762
23025,Head,-0.08970176,0.8674973,3.216331
23025,ShoulderLeft,-0.2898254,0.515727,3.107247
23025,ElbowLeft,-0.4194902,0.3353716,2.96166
23025,WristLeft,-0.230798,0.2583535,2.833806
23025,HandLeft,-0.1130206,0.2512908,2.782915
23025,ShoulderRight,0.08529031,0.5052273,3.115036
23025,ElbowRight,0.1950787,0.3087871,2.992641
23025,WristRight,0.04318827,0.2373828,2.84633
23025,HandRight,0.005670261,0.2220673,2.784625
23025,HipLeft,-0.1662909,0.09117603,3.015499
23025,KneeLeft,-0.1996846,-0.3908265,2.948265
23025,AnkleLeft,-0.1775219,-0.7854064,2.982426
23025,FootLeft,-0.1992751,-0.8679558,2.931115
23025,HipRight,-0.002455706,0.09255792,3.028156
23025,KneeRight,0.02897129,-0.3908808,2.948055
23025,AnkleRight,0.03819465,-0.7842106,2.957386
23025,FootRight,0.06675562,-0.8674461,2.910559
23335,HipCenter,-0.08663264,0.173738,3.047596
23335,Spine,-0.09003934,0.2383568,3.122295
23335,ShoulderCenter,-0.09740262,0.6648239,3.182763
23335,Head,-0.08920503,0.8680244,3.216747
23335,ShoulderLeft,-0.28956,0.5142476,3.108526
23335,ElbowLeft,-0.4229618,0.3499289,2.960634
23335,WristLeft,-0.2309124,0.2805959,2.834157
23335,HandLeft,-0.09547377,0.2893615,2.79502
23335,ShoulderRight,0.08617172,0.5030249,3.114202
23335,ElbowRight,0.1987793,0.3082027,2.986093
23335,WristRight,0.04025991,0.2722647,2.833249
23335,HandRight,0.002741329,0.2569491,2.771543
23335,HipLeft,-0.1672333,0.09210991,3.020096
23335,KneeLeft,-0.1993708,-0.3907686,2.948663
23335,AnkleLeft,-0.1778386,-0.7854517,2.983161
23335,FootLeft,-0.1987535,-0.8679191,2.931242
23335,HipRight,-0.00243173,0.09287398,3.02816
23335,KneeRight,0.02909525,-0.3904532,2.949172
23335,AnkleRight,0.03852721,-0.779081,2.960807
23335,FootRight,0.06557574,-0.8668205,2.910766
23816,HipCenter,-0.08678947,0.1738644,3.048477
23816,Spine,-0.09012234,0.2384422,3.123202
23816,ShoulderCenter,-0.09753636,0.6645981,3.183484
23816,Head,-0.0896614,0.8679638,3.216437
23816,ShoulderLeft,-0.289299,0.5133635,3.108842
23816,ElbowLeft,-0.4322405,0.3569477,2.959894
23816,WristLeft,-0.2410614,0.3113237,2.833292
23816,HandLeft,-0.1093679,0.3210253,2.79657
23816,ShoulderRight,0.08666472,0.5025114,3.114384
23816,ElbowRight,0.2022521,0.3110669,2.986475
23816,WristRight,0.03928564,0.3182081,2.834323
23816,HandRight,0.001766667,0.3028922,2.772617
23816,HipLeft,-0.1680326,0.09204942,3.021123
23816,KneeLeft,-0.1992436,-0.3904472,2.94925
23816,AnkleLeft,-0.1769283,-0.7854191,2.983693
23816,FootLeft,-0.198335,-0.8677592,2.931416
23816,HipRight,-0.002175384,0.09308696,3.028526
23816,KneeRight,0.03022702,-0.391326,2.951709
23816,AnkleRight,0.03842263,-0.7788579,2.960934
23816,FootRight,0.06559499,-0.866715,2.910743
24146,HipCenter,-0.08666451,0.1738116,3.049519
24146,Spine,-0.08982001,0.2383148,3.124136
24146,ShoulderCenter,-0.09862854,0.6636629,3.184066
24146,Head,-0.08893577,0.8666368,3.216619
24146,ShoulderLeft,-0.2886441,0.5164092,3.111807
24146,ElbowLeft,-0.4353661,0.3597541,2.959423
24146,WristLeft,-0.239963,0.3528819,2.860079
24146,HandLeft,-0.1553791,0.365184,2.808403
24146,ShoulderRight,0.08666225,0.5024083,3.114249
24146,ElbowRight,0.2036103,0.3125433,2.985338
24146,WristRight,0.03949927,0.3454858,2.838451
24146,HandRight,0.00197944,0.3301696,2.776743
24146,HipLeft,-0.1681372,0.09202582,3.021806
24146,KneeLeft,-0.1990009,-0.391378,2.951411
24146,AnkleLeft,-0.1765069,-0.7865813,2.983637
24146,FootLeft,-0.1981206,-0.8690347,2.929816
24146,HipRight,-0.001265316,0.09322818,3.029783
24146,KneeRight,0.03042673,-0.3908064,2.952846
24146,AnkleRight,0.03826458,-0.778329,2.961172
24146,FootRight,0.06574908,-0.8663211,2.909836
24426,HipCenter,-0.08657996,0.1737714,3.05046
24426,Spine,-0.08958121,0.2383473,3.125121
24426,ShoulderCenter,-0.09834191,0.6638546,3.184847
24426,Head,-0.08855353,0.8666956,3.217601
24426,ShoulderLeft,-0.2881456,0.5196658,3.114074
24426,ElbowLeft,-0.4366412,0.360255,2.958027
24426,WristLeft,-0.1621315,0.3806848,2.858613
24426,HandLeft,-0.07754574,0.3929871,2.806936
24426,ShoulderRight,0.0857304,0.5050471,3.115684
24426,ElbowRight,0.2101242,0.3195721,2.987555
24426,WristRight,0.04365838,0.3486045,2.842728
24426,HandRight,0.006137751,0.3332881,2.781019
24426,HipLeft,-0.1683969,0.09201854,3.022499
24426,KneeLeft,-0.1983281,-0.3920417,2.953089
24426,AnkleLeft,-0.1769766,-0.7865226,2.983427
24426,FootLeft,-0.1979952,-0.8692364,2.930712
24426,HipRight,-0.0008224341,0.09360514,3.030885
24426,KneeRight,0.03038897,-0.3910515,2.954004
24426,AnkleRight,0.03716047,-0.7779319,2.965647
24426,FootRight,0.06442419,-0.8656965,2.910175
24796,HipCenter,-0.0861601,0.1731472,3.051649
24796,Spine,-0.08920436,0.2379007,3.126341
24796,ShoulderCenter,-0.09887967,0.6642208,3.186363
24796,Head,-0.08850925,0.867007,3.218101
24796,ShoulderLeft,-0.2880506,0.5209689,3.114717
24796,ElbowLeft,-0.43756,0.3610781,2.95728
24796,WristLeft,-0.2194225,0.3924707,2.874236
24796,HandLeft,-0.1315208,0.4253951,2.84009
24796,ShoulderRight,0.08441916,0.5077884,3.116105
24796,ElbowRight,0.21039,0.3216928,2.986226
24796,WristRight,0.02006405,0.3824272,2.871554
24796,HandRight,-0.01745651,0.3671108,2.809845
24796,HipLeft,-0.1683868,0.0917988,3.022496
24796,KneeLeft,-0.1974397,-0.3931746,2.95545
24796,AnkleLeft,-0.1774174,-0.7870027,2.983352
24796,FootLeft,-0.1971964,-0.8701982,2.929876
24796,HipRight,0.001072841,0.09314062,3.034734
24796,KneeRight,0.03133795,-0.392021,2.957469
24796,AnkleRight,0.03708256,-0.7778584,2.965648
24796,FootRight,0.06445841,-0.8657023,2.910354
25066,HipCenter,-0.08578217,0.172705,3.052283
25066,Spine,-0.08874635,0.2373741,3.127121
25066,ShoulderCenter,-0.09948839,0.6642744,3.188611
25066,Head,-0.08826771,0.8664108,3.218321
25066,ShoulderLeft,-0.2884868,0.5223166,3.11665
25066,ElbowLeft,-0.4379449,0.3654003,2.954491
25066,WristLeft,-0.2241897,0.3939995,2.875266
25066,HandLeft,-0.1441266,0.4297937,2.82746
25066,ShoulderRight,0.08358862,0.5101957,3.117144
25066,ElbowRight,0.2096241,0.322557,2.983824
25066,WristRight,0.0161598,0.3847789,2.869735
25066,HandRight,-0.0213609,0.3694624,2.808025
25066,HipLeft,-0.1682895,0.09142879,3.022546
25066,KneeLeft,-0.1972744,-0.3927234,2.955591
25066,AnkleLeft,-0.1766097,-0.7821043,2.985167
25066,FootLeft,-0.1977634,-0.8691388,2.929682
25066,HipRight,0.001903869,0.09301576,3.035452
25066,KneeRight,0.03188507,-0.3921835,2.958304
25066,AnkleRight,0.03687761,-0.7764454,2.96585
25066,FootRight,0.06473525,-0.8650934,2.90963
25397,HipCenter,-0.08586833,0.1732549,3.053471
25397,Spine,-0.08893164,0.2378154,3.128269
25397,ShoulderCenter,-0.09947001,0.6641082,3.18924
25397,Head,-0.08785343,0.8657782,3.218417
25397,ShoulderLeft,-0.2888514,0.5231918,3.117282
25397,ElbowLeft,-0.438463,0.3679917,2.955158
25397,WristLeft,-0.2321798,0.3937287,2.877254
25397,HandLeft,-0.1525539,0.428405,2.827916
25397,ShoulderRight,0.08453999,0.5112674,3.118715
25397,ElbowRight,0.2095722,0.3225328,2.983784
25397,WristRight,0.01418434,0.3847241,2.869659
25397,HandRight,-0.02333659,0.3694075,2.807949
25397,HipLeft,-0.1688481,0.09159541,3.023288
25397,KneeLeft,-0.1973023,-0.3924958,2.955799
25397,AnkleLeft,-0.1766237,-0.7822396,2.984952
25397,FootLeft,-0.1981525,-0.8692227,2.930154
25397,HipRight,0.002195145,0.09344079,3.036172
25397,KneeRight,0.0313839,-0.3922905,2.959307
25397,AnkleRight,0.03685354,-0.7775188,2.964493
25397,FootRight,0.06417406,-0.8651546,2.910474
25757,HipCenter,-0.08596582,0.1734919,3.054289
25757,Spine,-0.08921772,0.2381021,3.129045
25757,ShoulderCenter,-0.09954568,0.6642475,3.189506
25757,Head,-0.0879989,0.8652883,3.21887
25757,ShoulderLeft,-0.2889529,0.5241295,3.118033
25757,ElbowLeft,-0.4385905,0.3679415,2.955187
25757,WristLeft,-0.2365474,0.3893786,2.876685
25757,HandLeft,-0.1454435,0.4155829,2.845211
25757,ShoulderRight,0.08437649,0.5109596,3.120376
25757,ElbowRight,0.2103314,0.3221692,2.984561
25757,WristRight,-0.04964903,0.3847945,2.8627
25757,HandRight,-0.0871705,0.3694777,2.80099
25757,HipLeft,-0.169056,0.09183732,3.023956
25757,KneeLeft,-0.1974687,-0.3921457,2.956043
25757,AnkleLeft,-0.1772229,-0.7830405,2.984417
25757,FootLeft,-0.1985862,-0.8691909,2.929968
25757,HipRight,0.002156007,0.09367226,3.036855
25757,KneeRight,0.03161315,-0.3920837,2.960022
25757,AnkleRight,0.03689685,-0.7772237,2.965254
25757,FootRight,0.0641732,-0.8651736,2.910741
26057,HipCenter,-0.08610748,0.1733499,3.055226
26057,Spine,-0.08931891,0.2380254,3.129784
26057,ShoulderCenter,-0.09979381,0.6639264,3.189485
26057,Head,-0.08646975,0.8653575,3.221157
26057,ShoulderLeft,-0.2885878,0.5242398,3.11838
26057,ElbowLeft,-0.4385443,0.3674081,2.955945
26057,WristLeft,-0.2356304,0.3718969,2.876755
26057,HandLeft,-0.1438948,0.3993167,2.848289
26057,ShoulderRight,0.0846087,0.5094552,3.11988
26057,ElbowRight,0.210077,0.3216202,2.986268
26057,WristRight,0.02057368,0.350118,2.878359
26057,HandRight,-0.01694852,0.3348009,2.816647
26057,HipLeft,-0.1691761,0.09172439,3.025367
26057,KneeLeft,-0.1973322,-0.392518,2.957036
26057,AnkleLeft,-0.1771978,-0.7834388,2.984258
26057,FootLeft,-0.1971061,-0.8702976,2.929749
26057,HipRight,0.002002035,0.09362197,3.037503
26057,KneeRight,0.03143506,-0.3915867,2.960525
26057,AnkleRight,0.03699779,-0.7767544,2.965292
26057,FootRight,0.0642871,-0.8651795,2.91066
26377,HipCenter,-0.08624678,0.17395,3.055907
26377,Spine,-0.08973011,0.2384709,3.130266
26377,ShoulderCenter,-0.0999534,0.6638327,3.18938
26377,Head,-0.08639073,0.8654115,3.221275
26377,ShoulderLeft,-0.2884418,0.5243006,3.118713
26377,ElbowLeft,-0.4386963,0.365644,2.961365
26377,WristLeft,-0.2433795,0.3357211,2.867042
26377,HandLeft,-0.1485871,0.3338626,2.835595
26377,ShoulderRight,0.08625104,0.5057324,3.120935
26377,ElbowRight,0.2092664,0.3182371,2.988542
26377,WristRight,-0.05296998,0.3308105,2.855129
26377,HandRight,-0.107274,0.3376076,2.805571
26377,HipLeft,-0.169201,0.09226779,3.025891
26377,KneeLeft,-0.1973213,-0.392639,2.957821
26377,AnkleLeft,-0.177298,-0.7833979,2.984225
26377,FootLeft,-0.1976374,-0.8693919,2.930243
26377,HipRight,0.001791248,0.09389799,3.038094
26377,KneeRight,0.03218368,-0.3933364,2.962481
26377,AnkleRight,0.03701391,-0.7766097,2.965205
26377,FootRight,0.06428974,-0.8650311,2.910441
26748,HipCenter,-0.08615451,0.1736447,3.056392
26748,Spine,-0.08964758,0.238287,3.13071
26748,ShoulderCenter,-0.09997275,0.6637959,3.189419
26748,Head,-0.08642945,0.8654244,3.221272
26748,ShoulderLeft,-0.2891521,0.5229937,3.119293
26748,ElbowLeft,-0.4352059,0.3599477,2.964811
26748,WristLeft,-0.240558,0.2859691,2.860533
26748,HandLeft,-0.1437618,0.2876021,2.835911
26748,ShoulderRight,0.0859556,0.5035241,3.121144
26748,ElbowRight,0.2089364,0.3176668,3.000447
26748,WristRight,-0.05216822,0.294072,2.866215
26748,HandRight,-0.1064734,0.3008692,2.816656
26748,HipLeft,-0.1688938,0.09179837,3.026106
26748,KneeLeft,-0.1972239,-0.3925216,2.95795
26748,AnkleLeft,-0.1766964,-0.7818791,2.984675
26748,FootLeft,-0.1973689,-0.8693241,2.930717
26748,HipRight,0.001627434,0.09344324,3.039009
26748,KneeRight,0.03263108,-0.3949323,2.963926
26748,AnkleRight,0.03705363,-0.7765858,2.965179
26748,FootRight,0.06440218,-0.8652054,2.910249
27078,HipCenter,-0.08636519,0.1739909,3.056865
27078,Spine,-0.09017172,0.2385609,3.131142
27078,ShoulderCenter,-0.0999516,0.6637315,3.189535
27078,Head,-0.08635134,0.8653551,3.2214
27078,ShoulderLeft,-0.2905742,0.5209235,3.118998
27078,ElbowLeft,-0.4324161,0.349051,2.972319
27078,WristLeft,-0.2527175,0.2471014,2.866386
27078,HandLeft,-0.1558711,0.2448652,2.842
27078,ShoulderRight,0.08829618,0.5013449,3.12344
27078,ElbowRight,0.2069447,0.3168519,3.004965
27078,WristRight,-0.03873087,0.2420396,2.85954
27078,HandRight,-0.09303744,0.2488369,2.809979
27078,HipLeft,-0.1688186,0.09186733,3.027268
27078,KneeLeft,-0.1970494,-0.3931706,2.958521
27078,AnkleLeft,-0.176601,-0.7820311,2.984702
27078,FootLeft,-0.1978046,-0.8694572,2.930508
27078,HipRight,0.001011478,0.0934151,3.038752
27078,KneeRight,0.03277647,-0.3952583,2.964378
27078,AnkleRight,0.03740061,-0.776377,2.96522
27078,FootRight,0.06439759,-0.8653136,2.910277
27368,HipCenter,-0.08614033,0.1720528,3.056814
27368,Spine,-0.08979489,0.2315421,3.130212
27368,ShoulderCenter,-0.09767996,0.6040083,3.176078
27368,Head,-0.08645982,0.8413665,3.221541
27368,ShoulderLeft,-0.2904425,0.5186808,3.118817
27368,ElbowLeft,-0.4304154,0.3423063,2.975266
27368,WristLeft,-0.2005274,0.1959527,2.867304
27368,HandLeft,-0.1178793,0.1906223,2.811447
27368,ShoulderRight,0.08952717,0.4998195,3.124114
27368,ElbowRight,0.205786,0.3089933,3.01338
27368,WristRight,-0.03977565,0.2147125,2.881097
27368,HandRight,-0.07101574,0.187494,2.801682
27368,HipLeft,-0.1665521,0.08887042,3.027073
27368,KneeLeft,-0.1973633,-0.3939283,2.959367
27368,AnkleLeft,-0.1763053,-0.7820832,2.984671
27368,FootLeft,-0.1981951,-0.8707967,2.93699
27368,HipRight,-0.0006673422,0.09028695,3.037942
27368,KneeRight,0.0326119,-0.3953437,2.964534
27368,AnkleRight,0.03694564,-0.7766833,2.965787
27368,FootRight,0.06415297,-0.8653657,2.910916
27728,HipCenter,-0.08713651,0.1707636,3.056717
27728,Spine,-0.09067885,0.2315589,3.130394
27728,ShoulderCenter,-0.1028654,0.6658902,3.194851
27728,Head,-0.08598756,0.8656937,3.221515
27728,ShoulderLeft,-0.2904132,0.5185224,3.118827
27728,ElbowLeft,-0.4150952,0.330498,2.98222
27728,WristLeft,-0.27864,0.1919346,2.880466
